game,price,link,release_date,game_type,image
Moonscars,฿289.00,https://store.steampowered.com/app/1374970/Moonscars/?snr=1_7_7_240_150_1,"27 Sep, 2022",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1374970/header.jpg?t=1664319069
OUTRIDERS,"฿1,280.00",https://store.steampowered.com/app/680420/OUTRIDERS/?snr=1_7_7_240_150_1,"1 Apr, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/680420/header.jpg?t=1657806851
Curse of the Dead Gods,฿210.00,https://store.steampowered.com/app/1123770/Curse_of_the_Dead_Gods/?snr=1_7_7_240_150_1,"23 Feb, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1123770/header.jpg?t=1649173630
Vampyr,฿890.00,https://store.steampowered.com/app/427290/Vampyr/?snr=1_7_7_240_150_1,"4 Jun, 2018",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/427290/header.jpg?t=1651049845
DARK SOULS™: REMASTERED,"฿1,290.00",https://store.steampowered.com/app/570940/DARK_SOULS_REMASTERED/?snr=1_7_7_240_150_1,"23 May, 2018",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/570940/header.jpg?t=1660140230
Rain World,฿369.00,https://store.steampowered.com/app/312520/Rain_World/?snr=1_7_7_240_150_1,"28 Mar, 2017",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/312520/header.jpg?t=1665761799
Blasphemous,฿490.00,https://store.steampowered.com/app/774361/Blasphemous/?snr=1_7_7_240_150_1,"10 Sep, 2019",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/774361/header.jpg?t=1660838704
Ori and the Will of the Wisps,฿379.00,https://store.steampowered.com/app/1057090/Ori_and_the_Will_of_the_Wisps/?snr=1_7_7_240_150_1,"10 Mar, 2020",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1057090/header.jpg?t=1667504225
Last Command,฿239.00,https://store.steampowered.com/app/1487270/Last_Command/?snr=1_7_7_240_150_1,"25 Oct, 2022",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1487270/header.jpg?t=1666768164
Mortal Shell,฿450.00,https://store.steampowered.com/app/1110910/Mortal_Shell/?snr=1_7_7_240_150_1,"18 Aug, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1110910/header.jpg?t=1663607278
Nioh: Complete Edition,"฿1,790.00",https://store.steampowered.com/app/485510/Nioh_Complete_Edition/?snr=1_7_7_240_150_1,"7 Nov, 2017",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/485510/header.jpg?t=1661762202
The Surge 2,฿650.00,https://store.steampowered.com/app/644830/The_Surge_2/?snr=1_7_7_240_150_1,"23 Sep, 2019",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/644830/header.jpg?t=1663148861
Death's Door,฿400.00,https://store.steampowered.com/app/894020/Deaths_Door/?snr=1_7_7_240_150_1,"20 Jul, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/894020/header.jpg?t=1648756013
The Last Hero of Nostalgaia,฿319.00,https://store.steampowered.com/app/1766100/The_Last_Hero_of_Nostalgaia/?snr=1_7_7_240_150_1,"19 Oct, 2022",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1766100/header.jpg?t=1667408451
Outward Definitive Edition,฿999.00,https://store.steampowered.com/app/794260/Outward_Definitive_Edition/?snr=1_7_7_240_150_1,"17 May, 2022",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/794260/header.jpg?t=1658847876
DARK SOULS™ II: Scholar of the First Sin,฿990.00,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin/?snr=1_7_7_240_150_1,"1 Apr, 2015",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/335300/header.jpg?t=1666717194
Lords Mobile,Free,https://store.steampowered.com/app/1041320/Lords_Mobile/?snr=1_7_7_240_150_1,"2 Jun, 2019",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1041320/header.jpg?t=1667374754
Death Trash,฿299.00,https://store.steampowered.com/app/941460/Death_Trash/?snr=1_7_7_240_150_1,"5 Aug, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/941460/header.jpg?t=1663685820
Monster Hunter Rise + Sunbreak,"฿2,259.00",https://store.steampowered.com/sub/692569/?snr=1_7_7_240_150_1,"29 Jun, 2022",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/subs/692569/header.jpg?t=1661817293
Death's Gambit: Afterlife,฿289.00,https://store.steampowered.com/app/356650/Deaths_Gambit_Afterlife/?snr=1_7_7_240_150_1,"13 Aug, 2018",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/356650/header.jpg?t=1666987586
Tails of Iron,฿549.00,https://store.steampowered.com/app/1283410/Tails_of_Iron/?snr=1_7_7_240_150_1,"17 Sep, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1283410/header.jpg?t=1665414446
Salt and Sanctuary,฿339.00,https://store.steampowered.com/app/283640/Salt_and_Sanctuary/?snr=1_7_7_240_150_1,"17 May, 2016",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/283640/header.jpg?t=1641520718
Source of Madness,฿289.00,https://store.steampowered.com/app/1315610/Source_of_Madness/?snr=1_7_7_240_150_1,"11 May, 2022",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1315610/header.jpg?t=1662041233
Bright Memory: Infinite,฿289.00,https://store.steampowered.com/app/1178830/Bright_Memory_Infinite/?snr=1_7_7_240_150_1,"11 Nov, 2021",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/1178830/header.jpg?t=1651249481
Exanima,฿249.00,https://store.steampowered.com/app/362490/Exanima/?snr=1_7_7_240_150_1,"29 Apr, 2015",Souls-like,https://cdn.cloudflare.steamstatic.com/steam/apps/362490/header.jpg?t=1651083974
